N (kg/ha),P (kg/ha),K (kg/ha),Fertilizer A (kg/ha),Fertilizer B (kg/ha),Crop Yield (tons/ha),Soil Type,"Climate (Temp °C, Rainfall mm)"
64.95,35.18,46.75,64.76,28.24,4.98,Silty Clay,"(21.50260296917565, 293.2651415461517)"
63.0,32.33,57.07,145.02,22.49,4.29,Sandy,"(28.33116699270476, 311.7195831015581)"
51.35,30.72,29.51,88.72,86.56,6.64,Sandy Loam,"(30.17060160202552, 350.3411795704185)"
52.26,22.19,52.51,64.33,61.27,4.79,Sandy Clay Loam,"(20.048744100968882, 205.73903387387108)"
33.87,17.73,61.59,142.51,87.25,4.87,Sandy Loam,"(15.519776912281007, 140.73746634695453)"
56.81,26.93,58.78,61.9,40.78,6.92,Sandy Loam,"(25.476834370279686, 244.86703273389668)"
65.74,26.71,72.1,142.14,65.32,4.85,Sandy Loam,"(22.130252327921283, 453.13086157870134)"
30.17,40.04,72.76,79.36,65.12,4.96,Sandy,"(20.239859337355526, 393.7413352213104)"
58.23,49.05,50.2,44.93,58.07,7.04,Sandy Clay Loam,"(25.89996362606861, 376.4292095126596)"
30.29,23.79,28.71,64.09,35.03,6.88,Clayey Loam,"(27.84971671742295, 331.2854004592446)"
41.37,30.9,52.17,45.61,31.91,6.11,Silty Clay Loam,"(31.505608050845275, 198.98788185670588)"
36.76,42.32,39.46,144.53,53.29,5.1,Loam,"(29.798526383178732, 239.15909968215692)"
38.65,22.27,45.07,101.62,91.9,5.11,Clayey Loam,"(15.835906926046142, 399.08408606178034)"
32.06,48.24,61.52,91.81,86.48,5.95,Silty Clay Loam,"(23.019718715251656, 338.84351286610934)"
56.69,40.15,69.72,96.7,86.34,7.33,Silty Clay,"(21.621702999306024, 258.94678557945394)"
52.79,24.8,69.68,127.29,81.31,6.86,Sandy Loam,"(30.12667932732984, 241.01331680389183)"
46.78,38.79,60.27,73.96,28.19,8.49,Silty Clay Loam,"(17.53961818400515, 124.1286099526072)"
42.0,24.05,45.43,45.82,54.11,5.21,Silty Clay,"(18.3492491441864, 483.30398622331177)"
47.05,16.29,38.42,109.06,27.75,7.53,Silty Clay Loam,"(19.737143096194327, 343.55255425214324)"
62.1,37.95,61.67,121.68,72.89,8.4,Sandy Clay Loam,"(15.852648595350026, 228.79385520857352)"
44.93,22.06,47.5,57.92,23.39,5.05,Loam,"(21.42616026166609, 151.82549930106205)"
49.43,17.27,33.04,120.36,61.06,5.02,Loam,"(15.189793900361895, 392.6276532811418)"
30.72,19.84,39.44,87.85,87.45,4.4,Loam,"(26.120508537296715, 388.9219535256561)"
47.47,18.16,69.8,51.58,55.8,8.1,Silty Clay,"(19.81885526631372, 496.2576372622998)"
56.5,32.6,69.45,127.73,71.23,8.41,Silty Clay,"(27.20132497114892, 489.34797576638795)"
43.59,46.79,26.17,94.73,58.83,6.46,Sandy,"(23.7448668478454, 474.7070655939306)"
63.44,47.84,61.93,54.54,30.56,7.83,Sandy Loam,"(25.344912707240763, 373.34351427843603)"
31.25,34.66,39.64,68.62,25.47,7.04,Sandy,"(20.67035654524557, 381.4831999447247)"
56.96,17.68,52.19,104.23,49.6,8.4,Sandy Clay Loam,"(18.503172784719897, 138.64455595478273)"
53.38,21.92,73.64,80.67,58.6,6.48,Sandy,"(22.167504999722986, 408.3997855035196)"
39.54,41.24,46.71,96.21,46.73,5.5,Sandy Clay Loam,"(27.81137779474683, 301.3897667045767)"
63.41,48.68,26.64,107.48,34.46,5.1,Silty Clay Loam,"(21.0411935353702, 247.4826331117876)"
55.96,47.28,74.3,112.78,89.17,7.74,Loam,"(15.839677095883538, 287.35496372095776)"
45.35,45.14,35.04,124.39,58.17,4.72,Silty Clay Loam,"(30.322464905661917, 379.6028552084374)"
60.51,20.42,51.28,87.85,74.21,6.21,Silty Clay,"(20.05679835567551, 313.94897486913214)"
65.37,25.13,71.61,127.89,29.31,8.05,Loam,"(28.95985519451342, 167.17732385617285)"
58.62,37.64,46.85,80.78,76.21,6.06,Clayey Loam,"(18.06172051525505, 306.75083487403606)"
58.11,44.43,74.22,50.02,46.15,8.21,Sandy,"(16.008079137725375, 143.02522866326746)"
60.57,43.52,72.49,113.0,30.59,4.62,Sandy,"(23.447386821741006, 282.7096504391066)"
39.43,28.59,62.71,56.05,24.34,7.21,Sandy,"(31.71500232844763, 262.122281206415)"
53.24,22.58,69.55,108.95,87.08,7.49,Sandy,"(19.96457697110108, 480.27791778541365)"
60.79,33.81,63.08,67.82,24.94,6.53,Clayey Loam,"(28.86791144482993, 495.8420042568178)"
66.69,28.19,72.51,104.02,63.79,4.52,Sandy Loam,"(26.212486978825325, 419.60161735901363)"
67.25,33.17,68.84,103.33,98.83,4.17,Sandy Clay Loam,"(30.994613954185553, 321.5930373555473)"
44.21,24.69,66.98,53.91,92.79,5.06,Sandy Loam,"(22.9664346208313, 203.265233985419)"
63.75,38.49,53.79,131.75,75.92,5.82,Sandy Loam,"(21.463264443399353, 483.0328186301415)"
52.02,15.23,58.54,69.85,99.41,4.31,Silty Clay,"(29.45292138188044, 283.0748821681007)"
45.56,25.43,31.17,72.37,21.59,4.77,Silty Clay,"(19.881696058185348, 348.81305111222616)"
64.31,26.18,43.99,143.86,54.57,8.27,Sandy,"(30.133435727101073, 354.93542246240224)"
39.08,33.94,47.43,95.65,79.42,7.45,Silty Clay Loam,"(23.68618015529681, 373.77229495578695)"
67.2,20.17,61.88,64.55,26.0,5.47,Silty Clay,"(15.13241029786307, 169.25559849402487)"
61.23,23.17,70.71,65.95,63.42,7.71,Loam,"(18.745515550538027, 397.6836622542235)"
55.0,43.15,57.13,111.43,20.05,6.74,Sandy,"(16.504170349875103, 365.43197465248585)"
44.64,23.69,72.1,77.66,53.55,6.5,Sandy Loam,"(31.28329592553983, 413.6740679690856)"
32.79,45.68,46.98,132.59,49.4,5.13,Sandy Loam,"(30.448700046164348, 149.81560251139908)"
49.81,35.09,68.48,53.65,51.34,6.9,Sandy Loam,"(31.53271377346487, 189.74418910847925)"
35.77,29.52,42.29,133.15,28.54,7.28,Clayey Loam,"(25.532458245244595, 366.06488690337693)"
58.71,25.87,43.93,83.8,27.45,4.72,Sandy Clay Loam,"(30.513989147597115, 260.5493121316988)"
56.85,47.38,45.7,68.05,20.05,4.23,Silty Clay Loam,"(26.653511389534064, 373.3584106591364)"
43.83,35.58,42.16,84.24,67.52,5.47,Loam,"(22.571408312206728, 143.10972518466474)"
57.14,23.96,63.07,142.42,88.43,7.04,Clayey Loam,"(15.901698891052142, 295.2214138458934)"
57.73,36.65,70.63,106.95,43.9,4.58,Sandy,"(20.557898258330148, 267.9199556807736)"
59.3,16.44,44.01,142.38,53.73,5.25,Silty Clay,"(23.82345927311397, 471.83478316884305)"
55.77,40.84,29.02,52.11,70.35,4.05,Silty Clay Loam,"(17.451070238891997, 455.7735088556997)"
37.48,40.71,42.36,79.67,27.35,6.42,Loam,"(18.44598869854363, 235.22729065509955)"
50.3,25.21,60.26,94.82,39.93,5.69,Sandy Loam,"(30.11757455182397, 450.40989550285286)"
63.93,47.88,70.58,138.38,53.61,6.41,Silty Clay,"(25.57011892891357, 150.06600238831123)"
59.33,26.9,73.7,73.71,66.39,8.44,Loam,"(29.099818347913146, 242.18282093508958)"
68.36,34.29,57.9,143.69,52.19,5.97,Silty Clay Loam,"(25.51629082660078, 357.38313266868005)"
51.45,25.04,47.39,140.21,80.98,6.76,Silty Clay,"(27.747947440807334, 309.42672921702024)"
48.42,39.47,73.59,50.24,95.22,4.3,Sandy Clay Loam,"(30.8350135049823, 423.6024653917431)"
44.55,42.61,62.81,87.12,84.6,6.01,Clayey Loam,"(30.26977619950528, 487.2911126416949)"
42.88,15.94,46.24,60.81,94.32,4.24,Silty Clay,"(24.560322328238744, 134.99206383924096)"
65.37,33.74,38.98,81.49,52.01,7.57,Sandy Clay Loam,"(28.103692258741404, 257.07344692277286)"
64.91,36.71,62.98,105.02,28.62,4.67,Silty Clay Loam,"(29.55258961183205, 384.69789658865506)"
54.66,33.53,31.36,120.69,97.06,4.8,Silty Clay,"(25.193161350348703, 312.0059362954712)"
69.27,39.96,39.45,112.37,80.01,8.27,Sandy Clay Loam,"(31.57798983192385, 162.91507459464822)"
36.72,45.43,43.39,70.61,62.41,7.78,Sandy,"(15.139594289204876, 135.83669737699705)"
57.61,40.29,51.94,62.61,94.4,4.95,Clayey Loam,"(29.911592803456227, 316.59409876579366)"
33.47,35.21,66.37,112.42,79.95,5.98,Loam,"(31.676166739871974, 157.57235096895297)"
53.6,47.48,54.53,132.13,43.04,7.19,Clayey Loam,"(31.948388145759615, 491.72896899171326)"
44.08,42.06,55.91,115.18,23.94,6.31,Silty Clay,"(15.976582731653002, 401.87295283749614)"
69.14,36.83,43.95,120.09,95.97,5.85,Sandy,"(18.776847361719526, 313.708318957056)"
30.97,39.05,67.16,42.36,34.33,4.56,Clayey Loam,"(29.321900863658474, 249.2990783120227)"
68.25,24.84,31.11,69.26,71.69,4.17,Loam,"(22.102006291502995, 457.6087145072003)"
61.78,46.57,42.35,51.67,20.77,7.33,Sandy,"(30.121378459928636, 463.3872582851179)"
41.29,42.15,37.38,110.48,49.56,7.04,Sandy Loam,"(29.952210123386287, 223.6917100769743)"
50.67,15.56,68.18,49.64,59.93,6.19,Sandy Loam,"(17.45956138582079, 435.6723117387844)"
36.24,38.76,34.08,52.64,90.91,4.1,Clayey Loam,"(22.05187035695713, 458.9046374884038)"
50.02,19.33,40.26,95.23,59.28,4.03,Silty Clay Loam,"(27.33505239959991, 363.51739516222096)"
42.27,36.18,66.53,101.95,96.32,4.37,Sandy,"(27.962849575000163, 325.2691141351844)"
67.12,19.09,27.39,106.86,54.25,4.33,Sandy Clay Loam,"(26.857704298880723, 275.00165476229506)"
32.1,42.29,50.33,48.29,99.73,4.64,Silty Clay Loam,"(18.552129170288925, 200.43693909683705)"
44.2,39.32,68.8,76.63,63.24,7.7,Loam,"(16.93435034834054, 242.70369239289823)"
39.48,36.68,60.3,95.1,26.84,7.51,Silty Clay,"(30.234665229173935, 229.37731693926398)"
46.76,23.67,30.1,42.53,68.78,7.5,Silty Clay Loam,"(17.173769326758823, 173.70427691473506)"
68.07,28.07,40.22,45.44,77.13,6.55,Sandy Clay Loam,"(22.083536804063137, 384.97500907788645)"
31.78,28.95,36.26,140.98,92.08,8.33,Clayey Loam,"(23.349532427976442, 437.15692467936685)"
59.42,17.76,53.26,93.67,23.51,5.07,Silty Clay Loam,"(22.64026086081955, 495.5113853689671)"
65.77,22.51,70.75,96.52,46.78,5.57,Silty Clay,"(17.30547955722861, 374.9954556905609)"
58.0,46.92,57.16,137.32,53.47,7.15,Sandy,"(19.745959776559975, 271.84300854711154)"
36.02,47.96,55.62,141.46,27.3,4.44,Silty Clay,"(18.667272989044804, 315.5207299910762)"
67.33,17.74,55.39,120.69,45.36,5.56,Loam,"(15.787920972677744, 142.46241229379964)"
64.58,42.98,47.11,48.48,87.95,7.57,Sandy,"(19.131006193453047, 326.62336405181134)"
47.18,18.24,36.2,41.28,32.38,6.08,Sandy Clay Loam,"(26.254174289559405, 263.8869840817457)"
34.96,49.56,71.59,43.46,60.08,7.98,Sandy Loam,"(25.074876864539462, 297.3199738196565)"
41.21,36.98,74.66,103.94,26.61,7.41,Sandy Clay Loam,"(23.400278389359116, 299.37361838216816)"
63.24,33.15,35.58,128.9,83.41,7.75,Loam,"(28.266978922185288, 388.8193315609333)"
64.56,40.27,31.64,133.24,76.04,7.53,Silty Clay,"(31.382723815771097, 174.35057984531448)"
40.5,27.16,48.69,61.44,22.47,6.59,Sandy Clay Loam,"(25.803929589327083, 191.89470486931876)"
30.51,37.2,28.34,116.12,58.31,7.68,Sandy Clay Loam,"(29.40795662802532, 180.92577573457984)"
36.29,40.48,62.6,97.56,92.46,6.69,Sandy Clay Loam,"(31.467161764420286, 341.8866817979466)"
56.07,29.67,35.08,130.1,85.77,7.53,Sandy Clay Loam,"(16.23232024869143, 307.9091172724392)"
56.41,41.18,45.37,72.34,40.09,5.18,Silty Clay Loam,"(19.01191466429968, 195.89024880860325)"
53.81,37.32,61.6,77.9,87.67,6.0,Clayey Loam,"(24.978599479338364, 138.5434700482417)"
32.16,33.28,36.72,100.06,48.23,7.34,Silty Clay Loam,"(24.849527435863145, 249.9997066394475)"
36.01,31.38,49.61,85.3,93.5,5.11,Sandy Loam,"(15.838571444152178, 487.54104965252304)"
32.98,37.99,67.14,92.98,71.17,5.4,Sandy,"(31.049792153991866, 126.76196503497505)"
32.6,34.85,32.29,138.83,40.88,6.19,Silty Clay,"(27.9813906391973, 476.3501755391037)"
50.38,44.85,65.23,96.38,57.01,6.51,Sandy Clay Loam,"(26.432924952299846, 474.1677625156473)"
63.18,24.22,68.28,95.39,56.74,5.39,Loam,"(26.60883244885365, 195.13218548099098)"
62.62,31.55,70.74,42.8,88.89,8.26,Clayey Loam,"(31.059190511574094, 360.7858436014759)"
32.13,19.56,71.68,51.2,91.77,4.16,Sandy,"(15.159678011715922, 235.35660967922064)"
37.95,17.82,37.46,74.01,34.51,6.81,Clayey Loam,"(23.231802017243115, 248.685574565086)"
41.65,30.83,50.71,98.73,80.72,7.52,Clayey Loam,"(27.67486785114851, 199.79087764328222)"
57.26,41.41,56.74,78.46,56.46,8.17,Sandy Loam,"(30.875335797962066, 178.73144095364728)"
40.36,48.59,61.26,95.79,50.29,4.38,Sandy Clay Loam,"(16.80296642181906, 468.00274875190536)"
57.78,43.72,50.76,119.13,97.09,7.6,Sandy Clay Loam,"(28.422464910144562, 416.48892719625724)"
32.67,44.18,66.83,149.12,77.37,5.65,Silty Clay,"(26.009232972014743, 254.8027555847816)"
60.7,35.38,32.19,40.95,35.68,4.36,Sandy,"(25.23457546517297, 345.6964280074353)"
58.58,43.25,57.56,137.63,26.33,6.8,Loam,"(15.314918771154032, 178.7289834899205)"
39.03,42.26,29.94,117.73,68.66,4.75,Sandy Clay Loam,"(30.48786439965648, 128.92425980165822)"
35.3,19.36,64.58,55.43,31.91,6.97,Sandy Loam,"(17.92915349398263, 180.83962835620827)"
47.91,28.59,66.95,89.68,88.47,4.99,Sandy Loam,"(31.84901770228461, 453.6999264966114)"
40.26,34.21,34.26,104.56,90.92,4.96,Sandy,"(31.819552518942285, 483.997415698694)"
69.74,39.03,32.9,41.98,23.12,4.01,Silty Clay,"(28.08790381039619, 394.1186083962751)"
44.48,37.07,74.6,107.99,83.92,7.78,Silty Clay Loam,"(16.614021841277825, 366.8928481318468)"
45.54,48.05,64.3,40.78,74.53,4.7,Loam,"(24.025294311575763, 445.2553768828147)"
50.59,38.03,55.72,96.42,90.17,8.17,Clayey Loam,"(31.774545733298815, 174.33378956564772)"
33.21,22.97,30.1,42.78,49.63,7.64,Sandy Clay Loam,"(31.63138883267909, 205.31351151924247)"
43.9,25.68,72.45,105.97,54.42,8.28,Sandy Clay Loam,"(26.481585819068634, 372.27467535901036)"
44.82,33.76,67.29,48.38,73.11,5.41,Silty Clay,"(25.83294548084227, 383.54073270157227)"
43.35,25.81,68.96,77.37,49.95,4.51,Silty Clay,"(15.054367938294408, 378.78318392010914)"
50.05,15.65,56.85,91.78,88.24,4.72,Clayey Loam,"(31.518615383575856, 318.384008823435)"
67.69,19.67,34.5,136.29,59.77,5.41,Sandy Loam,"(16.53237633931179, 451.779744306374)"
61.35,20.0,59.44,116.73,92.47,4.68,Sandy,"(16.900129380223223, 212.77856769767115)"
59.89,38.28,55.26,52.57,23.68,4.86,Clayey Loam,"(27.624297580329014, 203.7203103575652)"
62.83,35.72,41.88,117.62,71.2,7.63,Clayey Loam,"(28.317803294262085, 363.7973281700847)"
30.76,27.08,25.36,121.36,20.5,6.45,Loam,"(23.52575551771507, 120.59611672118103)"
53.71,41.31,60.49,130.05,20.37,8.46,Loam,"(24.31512606435802, 159.15425705886273)"
38.47,35.28,72.05,122.33,87.52,8.49,Silty Clay,"(18.016851611961766, 158.60302061864866)"
34.76,19.48,41.24,104.55,29.49,6.97,Sandy,"(31.321126954160196, 293.08202750629766)"
39.51,42.26,74.95,62.51,91.97,6.53,Sandy,"(31.224203639607115, 135.22034708778114)"
67.89,30.13,46.38,44.4,55.44,6.57,Sandy Clay Loam,"(30.134468596951436, 360.58409738818153)"
46.73,16.77,68.77,118.94,97.42,4.12,Sandy Clay Loam,"(30.740992884386323, 171.66477697662413)"
42.37,34.79,42.67,65.32,91.53,7.81,Sandy Loam,"(16.394941837086435, 415.175397475141)"
57.1,38.28,43.94,148.63,30.09,6.88,Clayey Loam,"(31.54330353331694, 485.5092165390017)"
36.28,49.26,27.0,48.6,47.89,8.37,Sandy Clay Loam,"(31.235018560246775, 490.69858135167664)"
36.15,18.64,59.47,110.11,55.16,5.86,Silty Clay,"(20.967950339816927, 449.99608797048376)"
61.8,27.64,47.25,144.57,94.54,6.04,Silty Clay Loam,"(21.74760945836845, 164.0572422792743)"
31.95,24.85,55.06,122.27,26.85,5.17,Silty Clay,"(21.109876871625232, 193.90044992852185)"
37.8,40.46,63.84,85.65,82.57,6.43,Sandy Loam,"(30.939355879255242, 480.04906228308215)"
41.91,24.64,45.76,57.1,85.46,5.89,Sandy,"(16.14887255635295, 274.2711892473348)"
31.21,41.25,26.51,114.05,81.26,4.29,Sandy Loam,"(23.356923282761173, 332.36260015054154)"
37.77,36.27,66.81,111.82,73.75,6.42,Sandy Loam,"(15.04335960317638, 218.01482809586605)"
59.75,19.17,25.83,110.6,76.22,5.33,Sandy,"(22.188070154121753, 486.03828780870435)"
49.1,35.76,36.69,137.05,29.87,5.92,Sandy Clay Loam,"(16.80245129068466, 479.02265577137086)"
47.53,49.55,48.91,138.6,78.93,7.8,Sandy Clay Loam,"(15.682897778811668, 257.2155714657524)"
69.05,32.55,42.96,52.25,78.44,4.8,Clayey Loam,"(18.80156609721193, 179.54559361675132)"
44.3,37.64,65.62,58.01,42.17,4.25,Silty Clay,"(31.30797598805919, 358.99534040111405)"
54.69,49.69,31.92,45.4,83.69,7.2,Silty Clay Loam,"(30.07407666988151, 431.00274411510907)"
30.52,34.75,25.83,117.05,89.47,6.86,Loam,"(31.56796699958801, 325.05161936250613)"
64.84,27.01,28.76,107.89,41.36,7.33,Silty Clay,"(31.59820960412959, 342.4679371179617)"
69.29,30.13,55.22,125.73,36.45,8.19,Sandy Clay Loam,"(25.593880143317655, 366.76516820238453)"
46.08,49.31,46.8,78.78,43.9,5.34,Silty Clay Loam,"(16.450903112162457, 435.35603231961977)"
59.6,25.61,36.29,95.07,33.73,5.55,Clayey Loam,"(30.265576350983913, 442.1649874251843)"
50.2,21.0,50.99,48.06,79.89,7.66,Clayey Loam,"(15.743162144246318, 431.2083286021915)"
52.08,43.47,45.33,84.4,70.93,8.3,Silty Clay Loam,"(29.80414915934097, 496.2838891173227)"
32.06,16.26,34.88,110.61,41.79,7.45,Sandy Clay Loam,"(23.156760094749046, 123.21319866895627)"
38.53,15.86,37.59,114.74,56.94,4.4,Silty Clay,"(25.638576706402098, 138.7919722779115)"
39.81,17.23,54.45,96.71,29.33,4.48,Clayey Loam,"(31.731056863488885, 186.08180942015395)"
56.47,21.93,30.76,91.46,36.72,6.15,Clayey Loam,"(22.92905818609882, 260.37706488956127)"
59.54,20.39,67.62,127.2,98.0,8.21,Sandy,"(31.90491976857438, 373.1174625862333)"
67.41,31.77,58.31,132.65,80.41,8.47,Sandy,"(22.79651629462159, 226.33699484218988)"
50.01,48.6,70.28,43.65,57.02,4.34,Sandy Clay Loam,"(20.503529499142704, 386.9862795494385)"
41.53,30.27,70.33,102.96,65.53,4.56,Silty Clay,"(19.327585495821662, 334.77874447004166)"
57.37,22.66,26.2,64.44,81.97,4.3,Sandy Loam,"(29.211886577700852, 204.7334799310093)"
54.53,33.22,64.86,63.97,90.91,7.16,Silty Clay,"(22.679122901079825, 367.95602940633137)"
53.9,39.31,33.39,148.49,78.45,7.64,Loam,"(30.41198044884147, 187.07453497013248)"
58.76,21.62,50.5,68.94,41.52,4.25,Clayey Loam,"(29.924133916364575, 309.5512971680872)"
62.95,21.26,39.93,81.02,92.11,7.13,Sandy Clay Loam,"(31.616450275215836, 432.1564436869369)"
63.57,40.39,51.58,68.33,76.66,5.29,Sandy Clay Loam,"(18.091290544315516, 290.7701198708062)"
64.21,46.74,65.83,102.37,95.43,6.81,Sandy,"(15.050747408411679, 290.4694709547412)"
47.52,23.39,68.38,53.42,64.91,6.07,Silty Clay,"(25.568132623606054, 172.66447865829704)"
61.76,43.47,52.11,149.7,72.26,6.58,Clayey Loam,"(26.98265718904367, 392.595441978421)"
62.54,43.54,25.5,135.46,83.48,5.89,Loam,"(24.037918638334883, 388.05740620206325)"
61.78,22.1,72.37,137.74,46.34,4.03,Clayey Loam,"(28.592787417731333, 295.56201356285317)"
59.58,28.54,69.61,53.39,20.23,8.03,Sandy Loam,"(18.018579062764108, 426.44340477286124)"
44.24,45.64,61.78,85.2,46.19,5.53,Loam,"(19.37729996881199, 433.6302775462969)"
34.88,33.04,68.76,47.68,39.92,7.61,Sandy,"(26.64936127021312, 147.00873253258843)"
46.84,49.1,52.0,128.92,37.74,7.83,Clayey Loam,"(19.12076720056222, 150.88009046559912)"
65.13,39.27,72.31,54.45,31.92,7.96,Loam,"(26.401553049336798, 215.4392578191059)"
36.09,39.76,39.17,59.24,50.01,7.33,Sandy,"(22.424656923869467, 249.99596258515837)"
58.01,46.65,28.38,128.44,90.28,6.47,Silty Clay,"(18.14276272604335, 445.06763415143797)"
53.05,27.94,43.55,41.75,77.53,7.38,Clayey Loam,"(17.48352198569784, 146.86346156505758)"
66.66,48.23,43.08,100.88,53.48,5.57,Sandy Clay Loam,"(26.901997583104006, 302.073447462163)"
43.21,20.15,60.11,142.19,56.21,4.66,Sandy,"(25.052213956833064, 134.13181505797274)"
48.64,47.79,50.96,93.3,72.84,6.2,Sandy Clay Loam,"(28.950945469806577, 277.2430692576679)"
38.59,38.13,25.37,119.81,99.42,6.14,Silty Clay,"(27.67392686540945, 196.75834681695443)"
41.45,28.49,54.75,116.02,42.17,6.53,Loam,"(22.680290510392023, 138.18342951888457)"
53.18,48.92,60.86,92.97,77.48,4.48,Loam,"(27.627134269912187, 388.2437219314696)"
38.26,37.9,46.24,75.97,35.93,5.14,Loam,"(24.97797447264508, 301.01321994013335)"
42.05,40.72,47.89,118.69,44.26,7.67,Sandy Clay Loam,"(17.788181494525848, 296.64881845217116)"
63.63,28.02,68.0,121.74,66.64,8.06,Clayey Loam,"(30.341854775886127, 253.81558583875116)"
39.25,20.24,44.89,56.45,69.79,5.44,Silty Clay,"(16.711844126064246, 148.66829594382864)"
45.29,19.28,67.84,42.12,43.29,4.42,Silty Clay,"(22.0504044938911, 183.317135100176)"
56.17,17.1,74.5,127.16,90.31,5.75,Sandy Loam,"(18.376654891603984, 213.13953230449738)"
54.4,33.09,64.41,132.64,31.77,6.77,Clayey Loam,"(20.758628897646958, 247.81776178987346)"
32.39,29.04,69.56,129.4,96.0,5.12,Sandy Clay Loam,"(17.135870319786445, 214.05891885823672)"
46.18,18.34,61.06,88.55,49.86,5.07,Sandy Clay Loam,"(16.87383178441919, 222.17020927930884)"
40.87,41.63,33.5,82.67,80.15,4.53,Sandy Clay Loam,"(22.947549537321358, 406.0043632774433)"
47.81,26.83,55.41,63.03,22.06,7.39,Silty Clay,"(31.598382612136394, 184.89021568698917)"
53.2,35.56,65.14,89.42,69.67,7.46,Loam,"(23.95707593073446, 393.5058302901375)"
44.1,30.29,69.81,112.07,51.9,4.39,Sandy Clay Loam,"(19.765799267907724, 378.323619106579)"
67.4,19.59,53.56,128.54,92.68,8.06,Silty Clay,"(29.24359144754326, 279.11403409740177)"
30.7,18.26,33.79,114.63,30.53,6.24,Silty Clay Loam,"(16.519622980316523, 134.95510367072785)"
62.66,45.58,49.31,87.03,37.55,6.74,Loam,"(18.915847703535675, 447.7021415158078)"
64.98,34.23,68.74,53.96,95.63,4.87,Silty Clay Loam,"(19.2815685376788, 187.07431054125453)"
69.32,15.07,34.24,143.08,36.24,6.45,Sandy,"(27.792136030393202, 497.52414876978867)"
47.71,36.58,42.6,45.5,27.16,8.37,Clayey Loam,"(15.100897193659266, 263.9162770159519)"
60.59,30.58,62.61,57.96,45.49,5.51,Sandy Clay Loam,"(16.722128020239595, 202.94401023969013)"
66.92,48.66,60.23,107.51,58.56,8.35,Sandy Clay Loam,"(15.648967716676758, 471.7855092883377)"
68.94,24.82,64.28,74.62,34.51,7.23,Silty Clay,"(18.07227063791776, 230.29161786488095)"
66.12,24.05,38.78,84.01,75.29,8.03,Loam,"(23.09121824466822, 393.4659967373346)"
59.7,49.34,55.8,104.76,51.81,6.51,Sandy,"(28.55527708504016, 457.05949408371913)"
66.53,28.36,52.24,80.43,93.74,7.37,Silty Clay,"(25.712240234604252, 173.09053676195737)"
69.24,43.02,53.82,43.44,95.6,8.23,Sandy Loam,"(25.911690063692625, 385.82321073760966)"
65.63,38.92,30.79,121.86,91.32,7.35,Sandy Clay Loam,"(29.203785129964253, 400.42807400240474)"
66.28,36.42,57.63,110.93,99.08,4.69,Sandy Loam,"(21.26716153720086, 312.1544046572279)"
36.67,44.72,66.02,140.65,45.04,6.33,Sandy,"(29.13495408509231, 425.3628131708642)"
67.26,46.25,44.96,101.41,85.63,7.34,Sandy Clay Loam,"(24.857184312674022, 422.9585198504354)"
63.72,39.38,55.23,123.07,59.98,6.21,Sandy Loam,"(23.616690152278153, 210.60644527909653)"
